Year,Month,Imports,logImports,dlogImports,c348,s348,c432,s432
2011,6,34374.830793,10.445079913,0.0472598547,0.9685831611,-0.248689887,-0.63742399,-0.770513243
2011,7,35152.243254,10.467443715,0.0223638021,-0.356411879,0.9343289425,0.8994052516,0.4371157667
2011,8,37374.136523,10.528734207,0.0612904927,-0.556875616,-0.830595899,-0.999684189,-0.025130095
2011,9,36418.64286,10.502836089,-0.025898118,0.9996841893,0.0251300954,0.9202318474,-0.391373667
2011,10,37824.071703,10.540700996,0.0378649075,-0.597904983,0.8015669849,-0.675332808,0.7375131174
2011,11,36764.911636,10.512299181,-0.028401815,-0.309016994,-0.951056516,0.3090169944,-0.951056516
2011,12,32872.285127,10.400385184,-0.111913997,0.9548645447,0.2970415816,0.1128563849,0.9936113105
2012,1,34417.54042,10.446321609,0.045936425,-0.793990399,0.6079302977,-0.514439534,-0.857526656
2012,2,28105.186419,10.243709408,-0.202612201,-0.037690183,-0.999289473,0.8235325976,0.5672689491
2012,3,31431.348931,10.355561047,0.1118516391,0.83752804,0.5463943467,-0.984564335,-0.175023059
2012,4,33016.253834,10.40475526,0.0491942122,-0.929776486,0.3681245527,0.9685831611,-0.248689887
2012,5,34937.829923,10.461325473,0.0565702135,0.236498997,-0.971631733,-0.778462302,0.6276913613
2012,6,35949.359451,10.489866545,0.0285410721,0.6565857558,0.7542513807,0.4483832161,-0.893841424
2012,7,37930.755206,10.543517545,0.0536509998,-0.994951017,0.1003617149,-0.037690183,0.9992894726
2012,8,37280.629144,10.526229145,-0.0172884,0.4927273415,-0.870183755,-0.379779096,-0.925077207
2012,9,37891.823059,10.542490617,0.0162614725,0.4257792916,0.9048270525,0.7289686274,0.6845471059
2012,10,40257.083524,10.603041256,0.0605506382,-0.984564335,-0.175023059,-0.947098305,-0.32094361
2012,11,39543.693182,10.585161496,-0.017879759,0.7115356772,-0.70264997,0.994951017,-0.100361715
2012,12,34857.579544,10.459025883,-0.126135613,0.1626371652,0.9866859442,-0.863923417,0.5036232016
2013,1,37193.658803,10.523893563,0.0648676804,-0.899405252,-0.437115767,0.5775727034,-0.816339251
2013,2,32742.677585,10.396434631,-0.127458933,0.87630668,-0.481753674,-0.187381315,0.9822872507
2013,3,27294.067203,10.214424639,-0.182009992,-0.112856385,0.9936113105,-0.236498997,-0.971631733
2013,4,33131.926306,10.408252637,0.1938279985,-0.745941145,-0.666011867,0.6178596131,0.7862884321
2013,5,36617.62364,10.508284924,0.1000322863,0.9745268728,-0.224270761,-0.888136449,-0.459579861
2013,6,35885.978832,10.488101936,-0.020182987,-0.379779096,0.9250772068,0.9987369566,0.0502443182
2013,7,38800.430628,10.566186624,0.0780846878,-0.535826795,-0.844327926,-0.929776486,0.3681245527
2013,8,39161.299515,10.575444281,0.0092576566,0.9987369566,0.0502443182,0.6936533058,-0.720309025
2013,9,40144.392508,10.600238046,0.0247937652,-0.617859613,0.7862884321,-0.332819545,0.9429905359
2013,10,41845.472131,10.641738877,0.0415008312,-0.285019262,-0.958521789,-0.087851197,-0.996133609
2013,11,40112.279565,10.59943779,-0.042301087,0.947098305,0.3209436098,0.4927273415,0.8701837547
2013,12,37500.212876,10.532101889,-0.067335901,-0.809016994,0.5877852523,-0.809016994,-0.587785252
2014,1,38377.19956,10.555218801,0.0231169121,-0.01256604,-0.999921044,0.9798550524,0.1997099805
2014,2,30700.352329,10.33202941,-0.223189391,0.8235325976,0.5672689491,-0.974526873,0.2242707609
2014,3,31420.875281,10.355227769,0.0231983588,-0.938733858,0.3446429232,0.7939903986,-0.607930298
2014,4,36450.218795,10.50370274,0.1484749712,0.2608415063,-0.965381639,-0.470703932,0.8822912264
2014,5,38188.13577,10.550280164,0.0465774244,0.6374239897,0.7705132428,0.0627905195,-0.998026728
2014,6,39607.118661,10.586764145,0.0364839808,-0.9971589,0.0753268055,0.3564118787,0.9343289425
2014,7,40319.618346,10.604593437,0.0178292918,0.5144395338,-0.857526656,-0.711535677,-0.70264997
2014,8,40093.817085,10.598977414,-0.005616023,0.4029064357,0.9152411726,0.9387338577,0.3446429232
2014,9,45102.77541,10.716699063,0.1177216486,-0.979855052,-0.199709981,-0.9971589,0.0753268055
2014,10,45335.351722,10.721842398,0.0051433357,0.7289686274,-0.684547106,0.87630668,-0.481753674
2014,11,42483.529438,10.656871737,-0.064970661,0.1377902907,0.9904614257,-0.597904983,0.8015669849
2014,12,40395.902459,10.606483635,-0.050388103,-0.888136449,-0.459579861,0.2120071099,-0.977268124
2015,1,38589.696731,10.560740596,-0.045743039,0.8881364488,-0.459579861,0.2120071099,0.9772681236
2015,2,31563.988155,10.359772134,-0.200968461,-0.137790291,0.9904614257,-0.597904983,-0.801566985
2015,3,41136.91753,10.624661234,0.2648890997,-0.728968627,-0.684547106,0.87630668,0.4817536741
2015,4,36121.394467,10.494640613,-0.130020621,0.9798550524,-0.199709981,-0.9971589,-0.075326806
2015,5,39082.029905,10.573418047,0.0787774338,-0.402906436,0.9152411726,0.9387338577,-0.344642923
2015,6,41453.839795,10.632335793,0.058917746,-0.514439534,-0.857526656,-0.711535677,0.7026499698
2015,7,41215.078176,10.626559444,-0.00577635,0.9971589003,0.0753268055,0.3564118787,-0.934328942
2015,8,44138.055272,10.695077621,0.0685181771,-0.63742399,0.7705132428,0.0627905195,0.9980267284
2015,9,45724.951242,10.730399407,0.0353217863,-0.260841506,-0.965381639,-0.470703932,-0.882291226
2015,10,44309.93252,10.698964141,-0.031435266,0.9387338577,0.3446429232,0.7939903986,0.6079302977
2015,11,41884.774152,10.642677654,-0.056286487,-0.823532598,0.5672689491,-0.974526873,-0.224270761
2015,12,37980.997419,10.544841246,-0.097836409,0.0125660399,-0.999921044,0.9798550524,-0.199709981
2016,1,37145.835064,10.522606933,-0.022234313,0.8090169944,0.5877852523,-0.809016994,0.5877852523
2016,2,36081.829315,10.493544675,-0.029062258,-0.947098305,0.3209436098,0.4927273415,-0.870183755
2016,3,29827.344289,10.303180845,-0.190363829,0.2850192625,-0.958521789,-0.087851197,0.9961336091
2016,4,32929.261556,10.40211695,0.0989361051,0.6178596131,0.7862884321,-0.332819545,-0.942990536
2016,5,37524.346869,10.532745251,0.1306283007,-0.998736957,0.0502443182,0.6936533058,0.7203090249
2016,6,38556.102753,10.559869674,0.0271244228,0.535826795,-0.844327926,-0.929776486,-0.368124553
2016,7,39460.75351,10.583061875,0.023192201,0.3797790955,0.9250772068,0.9987369566,-0.050244318
2016,8,43220.128846,10.674061611,0.0909997363,-0.974526873,-0.224270761,-0.888136449,0.4595798606
2016,9,42028.217824,10.646096525,-0.027965087,0.7459411454,-0.666011867,0.6178596131,-0.786288432
2016,10,43798.278833,10.6873498,0.0412532749,0.1128563849,0.9936113105,-0.236498997,0.9716317329
2016,11,42605.44815,10.659737415,-0.027612385,-0.87630668,-0.481753674,-0.187381315,-0.982287251
2016,12,39364.457545,10.580618595,-0.07911882,0.8994052516,-0.437115767,0.5775727034,0.8163392507
2017,1,41343.083151,10.629660411,0.0490418154,-0.162637165,0.9866859442,-0.863923417,-0.503623202
2017,2,32804.295619,10.39831475,-0.231345661,-0.711535677,-0.70264997,0.994951017,0.1003617149
2017,3,34186.942135,10.439599041,0.0412842914,0.9845643345,-0.175023059,-0.947098305,0.3209436098
2017,4,37465.635527,10.531179406,0.0915803646,-0.425779292,0.9048270525,0.7289686274,-0.684547106
2017,5,41783.058622,10.64024624,0.1090668344,-0.492727342,-0.870183755,-0.379779096,0.9250772068
2017,6,42289.152147,10.652285882,0.0120396415,0.994951017,0.1003617149,-0.037690183,-0.999289473
2017,7,43589.168843,10.682563977,0.0302780957,-0.656585756,0.7542513807,0.4483832161,0.8938414242
2017,8,45817.76786,10.732427239,0.049863262,-0.236498997,-0.971631733,-0.778462302,-0.627691361
2017,9,45429.719676,10.723921788,-0.008505451,0.9297764859,0.3681245527,0.9685831611,0.2486898872
2017,10,48167.652565,10.782442966,0.0585211779,-0.83752804,0.5463943467,-0.984564335,0.175023059
2017,11,48127.809502,10.781615449,-0.000827517,0.0376901827,-0.999289473,0.8235325976,-0.567268949
2017,12,44465.668732,10.702472681,-0.079142768,0.7939903986,0.6079302977,-0.514439534,0.8575266562
2018,1,45681.310362,10.72944453,0.0269718484,-0.954864545,0.2970415816,0.1128563849,-0.993611311
2018,2,38956.173961,10.570192549,-0.159251981,0.3090169944,-0.951056516,0.3090169944,0.9510565163
2018,3,38273.829291,10.552521633,-0.017670915,0.5979049831,0.8015669849,-0.675332808,-0.737513117
2018,4,38227.767574,10.55131743,-0.001204203,-0.999684189,0.0251300954,0.9202318474,0.3913736668
2018,5,43866.578304,10.688907995,0.1375905645,0.5568756165,-0.830595899,-0.999684189,0.0251300954
2018,6,44524.005052,10.703783762,0.0148757672,0.3564118787,0.9343289425,0.8994052516,-0.437115767
2018,7,47009.750007,10.758110306,0.0543265441,-0.968583161,-0.248689887,-0.63742399,0.7705132428
2018,8,47796.194112,10.774701294,0.0165909881,0.762442511,-0.647055962,0.2608415063,-0.965381639
2018,9,49938.049895,10.818538514,0.0438372199,0.0878511966,0.9961336091,0.1626371652,0.9866859442
2018,10,52081.070497,10.860556832,0.0420183174,-0.863923417,-0.503623202,-0.556875616,-0.830595899
2018,11,46344.570969,10.743859433,-0.116697399,0.9101059707,-0.414375581,0.8509944818,0.52517463
2018,12,45814.858502,10.732363739,-0.011495694,-0.187381315,0.9822872507,-0.992114701,-0.125333234
2019,1,41368.589257,10.630277158,-0.102086581,-0.693653306,-0.720309025,0.9548645447,-0.297041582
2019,2,33101.086838,10.407321396,-0.222955762,0.9886517447,-0.150225589,-0.745941145,0.6660118674
2019,3,31187.400336,10.347769457,-0.059551939,-0.448383216,0.8938414242,0.4029064357,-0.915241173
2019,4,34625.361382,10.45234168,0.1045722236,-0.470703932,-0.882291226,0.0125660399,0.9999210442
2019,5,39104.457768,10.573991749,0.1216500684,0.9921147013,0.1253332336,-0.425779292,-0.904827052
2019,6,38870.961024,10.568002748,-0.005989001,-0.675332808,0.7375131174,0.762442511,0.6470559616
2019,7,41377.135662,10.630483729,0.062480981,-0.21200711,-0.977268124,-0.962027672,-0.272951936
2019,8,41079.816173,10.623272189,-0.007211539,0.9202318474,0.3913736668,0.9886517447,-0.150225589
2019,9,40061.213234,10.598163894,-0.025108295,-0.850994482,0.52517463,-0.83752804,0.5463943467
2019,10,40000.154368,10.596638592,-0.001525302,0.0627905195,-0.998026728,0.535826795,-0.844327926
2019,11,36398.025943,10.50226982,-0.094368772,0.7784623016,0.6276913613,-0.137790291,0.9904614257
2019,12,33586.173021,10.421869744,-0.080400076,-0.962027672,0.2729519355,-0.285019262,-0.958521789
